period,minute,second,play_pattern,team,player,under_pressure,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z,defenders_between
1,24,55,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,99.7,51.3,120.0,25.8,5.8,1.0
1,28,24,Regular Play,Barcelona,Xavier Hernández Creus,1.0,Right Foot,Open Play,Off T,Normal,,,,,,,96.7,43.0,120.0,29.7,0.4,1.0
1,31,15,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Overhead Kick,True,,,,,,111.1,42.6,119.4,41.5,2.4,1.0
1,34,46,Regular Play,Barcelona,Samuel Eto'o Fils,,Head,Open Play,Blocked,Normal,,,,,,,115.0,36.7,118.9,38.6,,0.0
1,36,29,Regular Play,Barcelona,Samuel Eto'o Fils,,Left Foot,Open Play,Off T,Normal,,,,,,,113.4,52.2,120.0,30.9,2.3,1.0
1,39,49,From Throw In,Barcelona,Andrés Iniesta Luján,1.0,Left Foot,Open Play,Off T,Normal,,,,True,,,107.5,37.5,120.0,35.3,0.4,1.0
1,43,8,Regular Play,Real Betis,Fernando Miguel Fernández Escribano,,Right Foot,Open Play,Saved,Normal,,,,,,,105.2,49.1,109.0,47.4,1.8,1.0
2,46,21,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Lob,,,,,,,99.0,35.2,120.0,37.1,3.5,2.0
2,66,46,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,,,,,,,106.3,18.0,118.7,37.7,1.3,1.0
2,68,47,From Corner,Barcelona,José Edmílson Gomes de Moraes,1.0,Head,Open Play,Off T,Normal,,,,,,,110.1,38.5,120.0,30.1,2.4,2.0
2,69,39,Regular Play,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Off T,Normal,,,,,,,89.9,52.7,120.0,45.0,1.3,2.0
2,72,33,From Free Kick,Barcelona,Juliano Haus Belletti,,Right Foot,Open Play,Blocked,Normal,,,,,,,106.2,59.5,109.3,54.5,,1.0
2,78,46,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Off T,Normal,True,,,,,,100.5,28.2,120.0,47.4,5.3,1.0
2,85,57,Regular Play,Real Betis,José Isidoro Gómez Torres,,Left Foot,Open Play,Saved,Normal,True,,,,,,107.9,30.1,116.9,35.9,0.6000000000000001,1.0
2,88,50,From Free Kick,Real Betis,Rafael Augusto Sóbis do Nascimento,,Right Foot,Open Play,Goal,Normal,,,,,,,113.0,55.3,120.0,40.7,0.30000000000000004,1.0
2,91,26,From Goal Kick,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Blocked,Normal,True,,,,,,114.4,50.0,115.4,48.5,,1.0
2,93,46,From Free Kick,Barcelona,Anderson Luís de Souza,,Right Foot,Open Play,Off T,Normal,True,,,,,,94.5,36.7,120.0,39.9,4.6,4.0
1,17,41,Regular Play,Sweden Women's,Eva Sofia Jakobsson,,Right Foot,Open Play,Off T,Normal,,,,,,,95.9,44.7,120.0,31.4,0.0,2.0
1,21,29,From Throw In,Canada Women's,Jessie Fleming,,Right Foot,Open Play,Off T,Half Volley,True,,,,,,107.4,48.5,120.0,34.8,5.1,2.0
1,33,17,From Corner,Sweden Women's,Eva Sofia Jakobsson,,Head,Open Play,Off T,Normal,,,,,,,107.3,30.5,120.0,29.4,3.1,4.0
2,52,52,From Free Kick,Canada Women's,Christine Sinclair,,Right Foot,Free Kick,Off T,Normal,,,,,,,92.4,46.0,119.9,44.7,2.4,3.0
2,54,23,From Counter,Sweden Women's,Stina Blackstenius,,Right Foot,Open Play,Goal,Normal,True,,,,,True,106.7,42.9,120.0,41.7,0.5,1.0
2,61,31,Regular Play,Sweden Women's,Fridolina Rolfö,,Left Foot,Open Play,Off T,Normal,,,,,,,88.6,41.5,120.0,45.9,2.0,1.0
2,65,7,From Corner,Canada Women's,Desiree Scott,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,101.6,32.7,104.2,33.4,,3.0
2,68,27,Other,Canada Women's,Janine Beckie,,Right Foot,Penalty,Saved,Normal,,,,True,,,108.0,40.0,118.7,37.2,0.30000000000000004,1.0
2,69,59,Regular Play,Sweden Women's,Fridolina Rolfö,,Left Foot,Open Play,Off T,Normal,,,,True,,,112.4,20.6,120.0,35.7,0.5,1.0
2,76,13,Regular Play,Canada Women's,Adriana Leon,,Right Foot,Open Play,Off T,Normal,,,,,,,101.9,12.4,120.0,44.1,5.1,1.0
2,79,45,From Free Kick,Sweden Women's,Magdalena Ericsson,,Head,Open Play,Saved,Normal,,,,,,,112.4,38.7,114.8,39.3,1.1,1.0
2,85,44,From Free Kick,Sweden Women's,Kosovare Asllani,,Right Foot,Open Play,Blocked,Volley,True,,,,,,111.0,35.1,119.0,42.1,,3.0
2,85,48,From Free Kick,Sweden Women's,Kosovare Asllani,,Head,Open Play,Off T,Normal,,,,,,,106.8,46.3,120.0,45.9,4.3,2.0
2,86,49,Regular Play,Canada Women's,Adriana Leon,1.0,Right Foot,Open Play,Off T,Normal,,,,,,,107.3,59.4,120.0,45.1,3.7,1.0
2,90,9,From Free Kick,Canada Women's,Shelina Zadorsky,1.0,Left Foot,Open Play,Off T,Normal,True,,,,,,112.8,26.8,120.0,35.6,5.1,1.0
2,90,58,Regular Play,Canada Women's,Sophie Schmidt,,Right Foot,Open Play,Off T,Normal,True,,,,,,102.4,42.4,120.0,51.6,5.7,2.0
2,96,53,From Throw In,Canada Women's,Ashley Lawrence,,Left Foot,Open Play,Blocked,Normal,,,,,,,102.3,22.3,106.1,26.1,,2.0
2,98,47,From Corner,Canada Women's,Ashley Lawrence,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,105.4,30.2,108.6,32.3,,6.0
2,98,50,From Corner,Canada Women's,Sophie Schmidt,,Right Foot,Open Play,Blocked,Normal,,,,,,,97.7,35.1,100.6,36.2,,6.0
1,0,55,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Off T,Normal,,,,,,,88.6,66.6,120.0,51.1,6.0,2.0
1,4,23,From Throw In,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,109.5,35.6,114.5,38.0,1.4,1.0
1,6,41,From Free Kick,Málaga,Edgar Patricio De Carvalho Pacheco,,Left Foot,Open Play,Off T,Half Volley,True,,,,,,100.0,48.1,120.0,47.6,5.3,1.0
1,7,49,From Counter,Barcelona,Ludovic Giuly,,Right Foot,Open Play,Saved,Normal,,,,True,,,110.0,56.4,117.7,42.9,0.30000000000000004,1.0
1,11,56,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,,,,,,,103.5,32.7,117.2,36.9,0.30000000000000004,2.0
1,15,4,From Throw In,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,,,,,,,100.2,59.2,118.5,42.8,1.5,1.0
1,22,1,From Free Kick,Barcelona,Mark van Bommel,,Right Foot,Open Play,Off T,Normal,,,,,,,83.6,42.9,120.0,45.6,1.6,1.0
1,23,44,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,113.2,46.3,115.0,44.7,0.9,1.0
1,29,1,Regular Play,Barcelona,Ludovic Giuly,,Left Foot,Open Play,Off T,Normal,True,,,,,,105.3,45.5,120.0,24.1,0.30000000000000004,2.0
1,30,17,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Blocked,Normal,,,,,,,102.5,55.7,108.2,49.7,,1.0
1,30,38,From Corner,Barcelona,Rafael Márquez Álvarez,1.0,Head,Open Play,Saved,Normal,,,,,,,108.3,37.1,117.7,40.5,1.3,3.0
1,31,13,From Keeper,Barcelona,Mark van Bommel,,Right Foot,Open Play,Blocked,Normal,,,,,,,92.2,31.5,93.9,32.2,,2.0
1,34,14,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Open Play,Blocked,Normal,,,,,,,115.7,51.5,116.3,50.4,,1.0
1,35,37,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Saved,Normal,,,,,,,87.9,49.5,119.0,37.9,1.1,7.0
1,37,29,From Free Kick,Málaga,Salvador Ballesta Vialcho,,Right Foot,Open Play,Wayward,Half Volley,,,,,,,97.5,51.7,114.0,41.1,,2.0
1,38,42,From Free Kick,Barcelona,Ludovic Giuly,,Left Foot,Open Play,Blocked,Volley,True,,,,,,108.5,54.6,109.5,53.3,,2.0
1,39,11,From Corner,Barcelona,Sylvio Mendes Campos Junior,,Left Foot,Open Play,Blocked,Normal,,,,,,,100.9,26.7,114.5,36.6,,2.0
1,43,19,From Throw In,Málaga,Edgar Patricio De Carvalho Pacheco,,Head,Open Play,Off T,Normal,,,,True,,,112.8,44.8,120.0,47.2,2.1,1.0
1,44,42,From Corner,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Off T,Volley,True,,,,,,93.6,53.1,120.0,46.5,1.8,6.0
2,47,49,Regular Play,Barcelona,Andrés Iniesta Luján,,Left Foot,Open Play,Saved,Normal,,,,,,,101.5,32.8,112.3,37.7,0.2,1.0
2,48,26,From Corner,Barcelona,Mark van Bommel,,Right Foot,Open Play,Saved,Normal,True,,,,,,111.0,30.8,118.6,36.5,0.4,2.0
2,50,7,From Throw In,Barcelona,Mark van Bommel,,Right Foot,Open Play,Blocked,Normal,,,,,,,96.7,62.1,98.0,61.0,,2.0
2,51,32,From Corner,Barcelona,Ludovic Giuly,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,89.8,49.8,91.8,49.0,,3.0
2,53,45,Regular Play,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Open Play,Saved,Normal,,,,,,,95.7,49.4,113.2,41.7,1.3,1.0
2,54,16,From Throw In,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved Off Target,Half Volley,,,,,,,89.4,17.8,118.3,31.6,0.4,1.0
2,55,59,From Free Kick,Barcelona,Andrés Iniesta Luján,,Right Foot,Open Play,Saved,Normal,True,,,,,,87.7,43.4,118.5,40.7,0.5,3.0
2,56,3,From Free Kick,Barcelona,Mark van Bommel,,Right Foot,Open Play,Blocked,Normal,,,,,,,116.7,46.4,119.1,43.6,,2.0
2,58,22,From Free Kick,Barcelona,José Edmílson Gomes de Moraes,,Right Foot,Open Play,Wayward,Volley,True,,,,,,108.9,38.1,114.5,33.8,,1.0
2,60,26,From Corner,Málaga,César González Navas,1.0,Head,Open Play,Blocked,Normal,,,,,,,118.5,33.4,118.8,34.0,,2.0
2,60,56,From Corner,Málaga,Salvador Ballesta Vialcho,,Left Foot,Open Play,Blocked,Volley,True,,,,,,112.5,42.1,115.3,40.7,,4.0
2,63,55,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Saved,Normal,,,,,,,95.5,22.6,119.4,36.7,2.4,2.0
2,65,7,From Throw In,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Blocked,Normal,,,,,,,93.3,33.4,95.2,34.1,,3.0
2,67,0,Regular Play,Barcelona,Samuel Eto'o Fils,,Left Foot,Open Play,Blocked,Normal,,,,,,,98.1,35.0,102.8,36.4,,2.0
2,69,10,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Off T,Normal,,,,,,,95.8,46.8,120.0,46.7,4.8,2.0
2,71,10,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,102.0,39.8,112.4,39.1,0.4,2.0
2,71,53,From Corner,Barcelona,Henrik Larsson,1.0,Head,Open Play,Blocked,Normal,,,,,,,109.3,40.6,113.7,44.4,,3.0
2,71,53,From Corner,Barcelona,Oleguer Presas Renom,,Head,Open Play,Saved,Normal,,,True,,,,113.2,45.6,118.7,43.7,1.4,1.0
2,76,50,From Free Kick,Barcelona,José Edmílson Gomes de Moraes,,Right Foot,Open Play,Saved,Normal,True,,,,,,92.3,38.0,116.5,41.5,0.6000000000000001,2.0
2,80,9,Other,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Penalty,Goal,Normal,,,,True,,,108.0,40.1,120.0,36.4,2.4,1.0
2,87,50,Regular Play,Barcelona,Henrik Larsson,,Right Foot,Open Play,Goal,Lob,,,,,,,107.6,26.4,120.0,43.4,0.6000000000000001,1.0
2,92,18,From Throw In,Barcelona,Henrik Larsson,,Left Foot,Open Play,Saved,Normal,,,,,,,106.6,58.0,116.8,45.3,1.3,2.0
1,2,17,From Throw In,Espanyol,Raúl Tamudo Montero,1.0,Right Foot,Open Play,Saved,Normal,True,,,,,,93.8,29.2,114.4,40.1,0.1,1.0
1,3,27,Regular Play,Barcelona,Gianluca Zambrotta,,Left Foot,Open Play,Off T,Normal,,,,,,,84.1,51.7,120.0,45.4,0.2,1.0
1,6,40,Regular Play,Barcelona,Giovanni van Bronckhorst,,Left Foot,Open Play,Blocked,Normal,,,,,,,101.8,20.8,103.8,22.1,,2.0
1,7,4,From Throw In,Barcelona,Eiður Smári Guðjohnsen,,Right Foot,Open Play,Off T,Normal,True,,,,,,105.2,36.7,120.0,26.8,0.2,1.0
1,8,8,Regular Play,Espanyol,Raúl Tamudo Montero,,Right Foot,Open Play,Saved,Normal,True,,,,,,115.5,54.0,118.4,45.0,0.6000000000000001,1.0
1,12,11,From Free Kick,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Saved,Normal,,,,,,,95.4,47.8,118.2,41.4,0.9,1.0
1,15,46,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,112.7,29.1,120.0,47.4,0.2,2.0
1,18,11,Regular Play,Barcelona,Eiður Smári Guðjohnsen,,Head,Open Play,Off T,Normal,,,,,,,111.0,40.4,120.0,44.7,1.4,2.0
1,20,41,From Free Kick,Barcelona,Gianluca Zambrotta,,Right Foot,Open Play,Blocked,Normal,True,,,,,,99.6,60.8,100.8,60.0,,1.0
1,25,55,From Counter,Espanyol,Iván De la Peña López,,Right Foot,Open Play,Off T,Normal,,,,,,,89.8,41.1,120.0,29.5,0.2,2.0
1,28,22,From Free Kick,Barcelona,Anderson Luís de Souza,,Right Foot,Free Kick,Blocked,Normal,,,,,,,93.2,44.1,103.9,44.4,,4.0
1,28,41,From Corner,Barcelona,Gianluca Zambrotta,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,98.1,40.5,107.6,40.7,,2.0
1,29,50,Regular Play,Espanyol,Raúl Tamudo Montero,,Right Foot,Open Play,Goal,Normal,True,,,,,,106.2,32.8,120.0,43.0,2.2,1.0
1,32,5,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,100.0,43.7,118.5,38.6,0.6000000000000001,2.0
1,34,24,From Free Kick,Barcelona,Carles Puyol i Saforcada,,Head,Open Play,Off T,Normal,,,,,,,108.4,38.2,120.0,32.3,0.7000000000000001,1.0
1,38,10,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Off T,Volley,,,,True,,,112.2,40.0,120.0,43.3,6.9,1.0
1,40,36,From Corner,Barcelona,Anderson Luís de Souza,,Head,Open Play,Off T,Normal,,,,,,,112.4,40.8,120.0,24.2,0.5,2.0
1,43,17,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,,Other,Open Play,Goal,Normal,,,,True,,,115.7,42.0,120.0,38.9,2.0,1.0
1,47,40,From Free Kick,Barcelona,Andrés Iniesta Luján,,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,100.1,29.0,102.5,29.7,,3.0
2,46,0,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,103.8,56.2,107.8,51.9,,2.0
2,46,17,From Corner,Barcelona,Eiður Smári Guðjohnsen,,Right Foot,Open Play,Wayward,Volley,True,,,,,,107.5,40.7,113.6,39.4,,3.0
2,49,19,From Free Kick,Espanyol,Luis García Fernández,,Right Foot,Free Kick,Off T,Normal,,,,,,,94.7,24.3,120.0,36.8,4.6,3.0
2,56,7,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Right Foot,Open Play,Goal,Normal,,,,True,,,113.2,50.8,120.0,38.1,0.7000000000000001,1.0
2,58,24,From Free Kick,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Blocked,Normal,,,,,,,107.1,34.6,108.9,34.9,,3.0
2,59,18,From Free Kick,Espanyol,Ferrán Corominas Telechea,,Head,Open Play,Blocked,Normal,,,,,,,111.3,48.2,112.2,47.3,,2.0
2,59,19,From Free Kick,Espanyol,Marc Torrejón Moya,,Head,Open Play,Off T,Normal,,,,True,,,118.2,33.9,120.0,36.2,3.8,1.0
2,61,36,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,,,,,,,107.1,25.6,118.1,38.8,0.2,1.0
2,70,8,From Throw In,Barcelona,Gianluca Zambrotta,,Right Foot,Open Play,Off T,Normal,,,,,,,84.9,25.3,120.0,52.2,3.9,1.0
2,72,34,From Throw In,Espanyol,Raúl Tamudo Montero,,Right Foot,Open Play,Saved,Normal,True,,,,,,110.1,51.4,117.2,44.7,0.2,1.0
2,74,36,Regular Play,Espanyol,Raúl Tamudo Montero,,Right Foot,Open Play,Blocked,Half Volley,,,,,,,108.9,39.7,109.5,39.6,,2.0
2,75,7,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Blocked,Normal,,,,,,,101.4,49.1,102.6,48.5,,2.0
2,76,50,From Corner,Barcelona,Eiður Smári Guðjohnsen,,Head,Open Play,Off T,Normal,,,,,,,112.7,42.3,120.0,35.7,1.6,2.0
2,82,9,Regular Play,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Blocked,Normal,,,,,,,103.3,30.7,105.0,31.3,,2.0
2,82,21,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,True,,,,,,107.9,42.6,113.5,43.3,,1.0
2,86,21,From Counter,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,,,,True,,,110.7,30.1,113.4,32.8,0.30000000000000004,1.0
2,90,4,From Throw In,Espanyol,Raúl Tamudo Montero,,Right Foot,Open Play,Goal,Normal,True,,,,,,110.8,51.4,120.0,37.5,0.2,0.0
1,10,40,Regular Play,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Open Play,Off T,Half Volley,,,,True,,,114.0,27.7,120.0,35.2,1.5,1.0
1,12,57,Regular Play,Real Betis,Alberto Rivera Pizarro,,Right Foot,Open Play,Blocked,Normal,,,,,,,94.2,36.6,100.2,36.9,,1.0
1,15,40,From Free Kick,Barcelona,Thierry Henry,,Head,Open Play,Saved,Normal,,,,,,,106.8,38.7,116.2,41.0,0.5,1.0
1,18,27,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Off T,Normal,,,,,,,99.7,57.2,120.0,33.7,3.1,3.0
1,19,9,From Goal Kick,Real Betis,Luís Eduardo Schmidt,,Right Foot,Open Play,Off T,Normal,,,,,,,79.1,42.2,120.0,33.8,0.0,2.0
1,21,35,From Throw In,Barcelona,Thierry Henry,,Right Foot,Open Play,Post,Normal,,,,True,,,110.1,52.9,120.0,44.2,2.0,1.0
1,23,29,From Free Kick,Real Betis,Mark Dennis González Hoffmann,,Left Foot,Open Play,Off T,Half Volley,True,,,,,,101.4,28.9,120.0,33.1,7.3,1.0
1,27,38,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Blocked,Normal,,,,,,,95.4,24.4,104.1,29.4,,4.0
1,32,49,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Goal,Normal,True,,,,,,106.0,36.6,120.0,40.8,0.0,1.0
1,37,41,From Corner,Barcelona,Carles Puyol i Saforcada,1.0,Head,Open Play,Wayward,Normal,,,,,,,115.3,30.8,117.3,76.8,,3.0
1,39,56,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Off T,Normal,,,,,,,98.5,22.4,120.0,35.0,1.4,2.0
2,47,48,From Throw In,Real Betis,Luís Eduardo Schmidt,,Right Foot,Open Play,Off T,Normal,True,,,,,,112.5,56.7,120.0,46.7,1.9,2.0
2,52,32,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Goal,Normal,,,,,,,92.8,49.0,120.0,43.4,2.4,5.0
2,56,8,From Counter,Real Betis,Hugo Mariano Pavone,1.0,Left Foot,Open Play,Saved,Normal,,,,True,,,115.5,24.8,119.1,36.1,1.1,1.0
2,57,21,From Throw In,Barcelona,Xavier Hernández Creus,,Right Foot,Open Play,Saved,Volley,True,,,,,,105.1,38.2,117.6,40.1,1.3,2.0
2,57,23,From Throw In,Barcelona,Thierry Henry,,Head,Open Play,Off T,Normal,,,,True,,,113.4,37.3,120.0,35.6,2.1,1.0
2,58,44,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,113.7,28.6,117.9,35.4,0.5,1.0
2,59,27,From Throw In,Barcelona,Gnégnéri Yaya Touré,,Right Foot,Open Play,Off T,Normal,,,,,,,82.3,37.4,120.0,45.6,6.8,1.0
2,65,34,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Off T,Normal,,,,,,,93.1,32.0,120.0,35.5,2.2,4.0
2,70,4,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,,Right Foot,Open Play,Off T,Normal,,,,,,,110.9,49.3,120.0,34.8,0.2,1.0
2,75,12,From Corner,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Open Play,Off T,Overhead Kick,,,,,,,103.6,48.9,120.0,43.8,4.2,1.0
2,77,8,From Goal Kick,Real Betis,Alberto Rivera Pizarro,,Right Foot,Open Play,Saved,Normal,,,,,,,98.3,51.8,115.9,41.5,0.8,1.0
2,81,33,Regular Play,Barcelona,Bojan Krkíc Pérez,,Head,Open Play,Blocked,Normal,,,,,,,115.0,32.7,115.6,33.7,,1.0
2,84,33,From Corner,Barcelona,Bojan Krkíc Pérez,,Right Foot,Open Play,Off T,Normal,,,,,,,89.4,49.7,120.0,35.5,0.0,2.0
2,90,23,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Saved,Normal,,,,,,,82.2,51.7,119.0,43.1,2.2,4.0
2,92,24,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Goal,Normal,,,,,,,98.1,27.2,120.0,36.4,1.0,4.0
1,7,54,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Goal,Normal,,,,,,,96.0,24.0,120.0,43.3,2.0,4.0
1,11,22,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Off T,Normal,,,,,,,90.9,42.3,120.0,44.2,3.7,4.0
1,14,17,From Free Kick,Athletic Bilbao,Roberto Martínez Rípodas,,Right Foot,Open Play,Saved,Normal,True,,,,,,87.1,44.7,119.2,40.4,0.30000000000000004,3.0
1,21,52,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Blocked,Normal,,,,,,,90.5,30.8,92.5,31.3,,3.0
1,24,5,From Corner,Barcelona,Ronaldo de Assis Moreira,1.0,Right Foot,Open Play,Blocked,Normal,,,,,,,96.7,32.6,106.1,38.1,,2.0
1,25,30,From Free Kick,Athletic Bilbao,Markel Susaeta Laskurain,,Right Foot,Free Kick,Saved,Normal,,,,,,,76.6,61.4,119.1,43.1,0.2,1.0
1,27,23,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Blocked,Normal,,,,,,,102.7,30.8,104.5,31.8,,2.0
1,34,15,Other,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Penalty,Goal,Normal,,,,,,,108.0,40.1,120.0,36.4,0.1,0.0
1,41,37,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Off T,Normal,,,,,,,112.4,49.8,120.0,33.7,0.2,1.0
1,45,46,Regular Play,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Open Play,Saved,Half Volley,True,,,,,,113.8,51.2,119.3,43.5,0.5,1.0
1,48,12,Regular Play,Barcelona,Anderson Luís de Souza,,Right Foot,Open Play,Blocked,Normal,True,,,,,,102.7,49.2,107.0,46.4,,2.0
2,52,27,Regular Play,Athletic Bilbao,Ion Vélez Martínez,,Left Foot,Open Play,Blocked,Half Volley,,,,,,,110.7,34.7,111.3,35.0,,2.0
2,58,14,From Free Kick,Athletic Bilbao,Fernando Amorebieta Mardaras,1.0,Head,Open Play,Saved,Normal,,,,,,,105.5,32.0,117.3,39.0,0.2,2.0
2,58,46,Regular Play,Barcelona,Thierry Henry,,Right Foot,Open Play,Post,Normal,True,,,,,True,103.4,28.4,120.0,36.2,0.2,2.0
2,59,11,Regular Play,Barcelona,Anderson Luís de Souza,,Left Foot,Open Play,Saved,Normal,,,,True,,,111.8,27.7,119.0,39.5,1.5,1.0
2,59,15,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,,Left Foot,Open Play,Saved,Normal,,,,,,,100.3,50.6,119.2,42.7,0.1,2.0
2,62,49,From Free Kick,Athletic Bilbao,Markel Susaeta Laskurain,,Right Foot,Free Kick,Post,Normal,,,,,,,95.8,39.8,119.9,44.1,1.7000000000000002,2.0
2,65,12,From Counter,Barcelona,Giovani dos Santos Ramírez,1.0,Right Foot,Open Play,Blocked,Normal,True,,,,,,110.4,50.9,111.7,49.8,,2.0
2,68,58,From Free Kick,Barcelona,Giovani dos Santos Ramírez,,Left Foot,Open Play,Off T,Normal,,,,,,,104.9,44.6,120.0,33.8,1.3,2.0
2,70,46,From Free Kick,Athletic Bilbao,Markel Susaeta Laskurain,,Right Foot,Open Play,Goal,Volley,True,,,,,,103.3,50.0,120.0,37.8,0.2,1.0
2,71,56,From Kick Off,Barcelona,Gnégnéri Yaya Touré,,Left Foot,Open Play,Goal,Normal,True,,,,,True,93.7,39.2,120.0,43.3,2.5,2.0
2,78,14,From Free Kick,Athletic Bilbao,Markel Susaeta Laskurain,,Right Foot,Free Kick,Saved,Normal,,,,,,,94.2,42.7,119.1,37.2,0.9,4.0
2,83,15,From Throw In,Barcelona,Gnégnéri Yaya Touré,,Right Foot,Open Play,Blocked,Volley,,,,,,,103.5,46.6,111.5,43.5,,2.0
2,90,3,From Corner,Athletic Bilbao,David López Moreno,1.0,Right Foot,Open Play,Blocked,Normal,,,,,,,94.8,20.0,100.0,24.3,,2.0
2,91,0,From Throw In,Athletic Bilbao,Aritz Aduriz Zubeldia,1.0,Head,Open Play,Off T,Normal,,,,,,,114.7,44.3,120.0,46.0,0.6000000000000001,1.0
1,2,10,Regular Play,Deportivo La Coruna,Cristian Hidalgo González,,Right Foot,Open Play,Goal,Normal,,,,,,,92.2,58.9,120.0,36.9,1.3,1.0
1,9,46,From Free Kick,Barcelona,Samuel Eto'o Fils,,Right Foot,Open Play,Saved,Normal,,,,,,,86.0,36.5,117.5,38.6,0.5,2.0
1,15,27,Regular Play,Deportivo La Coruna,José Andrés Guardado Hernández,,Left Foot,Open Play,Saved,Normal,,,,,,,83.2,31.4,119.2,37.5,0.2,3.0
1,18,18,Regular Play,Deportivo La Coruna,Filipe Luis Kasmirski,,Left Foot,Open Play,Saved,Normal,,,,,,,88.7,24.7,117.7,37.9,0.4,2.0
1,22,3,From Free Kick,Barcelona,Ronaldo de Assis Moreira,,Right Foot,Free Kick,Saved,Normal,,,,,,,99.3,18.9,118.7,42.0,1.6,2.0
