player,team,distance,angle,under_pressure,follows_dribble,one_on_one,first_time,defenders_between,Corner,Free Kick,Open Play,Penalty,Backheel,Diving Header,Half Volley,Lob,Normal,Overhead Kick,Volley,Head,Other,preferred_foot,not_preferred_foot,goal
Luis Alberto Suárez Díaz,Barcelona,17.0,0.379123823171158,0,0,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,21.204952251773644,0.3342937303870938,1,0,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ivan Rakitić,Barcelona,26.248809496813376,0.26452121407163764,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,27.730849247724095,0.23761488832650218,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,18.35755975068582,0.34725724961753673,0,0,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Jordi Alba Ramos,Barcelona,18.461310896033364,0.32154860105977223,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,29.120782956507202,0.2150076836270437,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,16.086329600005097,0.3802893781108182,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,17.140595088852667,0.40009354719652845,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,11.253888216967509,0.6137413420488781,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,16.68202625582396,0.2644664591187514,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,4.876474136094646,0.7417885162496403,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,14.234113952051947,0.38916100603447956,0,0,0,1,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,13.064838307457158,0.49138990235617397,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,26.140007651108284,0.2676836887373655,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,14.766516176810294,0.26874794280744835,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,11.006361796706484,0.2205502581698797,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ivan Rakitić,Barcelona,32.14358411876311,0.22236115777988702,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,21.162466774929623,0.3355772744119345,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,30.822394455979573,0.2146865615262375,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,25.20039682227246,0.28085811492194185,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,12.442668524074731,0.1489891118359197,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,14.72480899706343,0.43459320149065184,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,16.55294535724685,0.19414332027478276,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,22.561028345356956,0.31417453904071785,0,0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Jordi Alba Ramos,Barcelona,8.48528137423857,0.6431373508951361,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,21.540659228538015,0.12923447305107477,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,26.92582403567252,0.2323202297014282,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,12.944883158993754,0.4197725587504318,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Ivan Rakitić,Barcelona,33.06055050963308,0.22012304684776451,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,14.317821063276353,0.22532962973735438,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.899494936611665,0.5445578955570168,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,8.246211251235321,0.2619496618653571,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,20.591260281974,0.3105126136086434,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,7.484650960465696,0.8698462235677045,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,15.216109883935516,0.4716717962309355,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,8.551023330572786,0.7999468033770689,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,6.894925670375279,0.9483419224150567,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Jordi Alba Ramos,Barcelona,7.655063683601861,0.8032513141247757,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,18.24335495461293,0.28743292336134263,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Gerard Piqué Bernabéu,Barcelona,10.335376142163383,0.3665726245271713,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,6.432728814430153,1.0253726270907744,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,27.964620505202646,0.25970514992050436,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,26.1725046566048,0.2041998317208145,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,10.295630140987,0.6183448838073118,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,26.248809496813376,0.26452121407163764,0,0,0,0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,20.09975124224178,0.3585986180994968,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,14.029255147726131,0.5064548547296704,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,6.952697318307476,0.8375826255940308,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Ivan Rakitić,Barcelona,20.930838492521026,0.33656880172031023,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,14.340502083260548,0.4095109411050065,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,7.21248916810279,0.9179417589132273,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Ivan Rakitić,Barcelona,30.02698786092272,0.22600036808921664,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,14.111342955225775,0.3990713025411887,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,11.197321108193695,0.6103358227398586,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,24.568679248181013,0.2767207318483439,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,11.294689017409903,0.5968975587321155,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,20.591260281974,0.3105126136086434,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,15.426276284314365,0.3896936572442648,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,11.06932698947863,0.28079477774170375,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,5.440588203494183,1.1046580382045574,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,14.948578527739691,0.4510621612494207,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,20.0,0.2941567426761247,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,7.35391052434009,0.8855654501845848,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,5.913543776789006,0.13489224286252155,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,8.937561188601727,0.5683093501561599,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,15.6348968656656,0.32682849519402646,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,29.781370015497945,0.24392292969679322,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,19.01630879008858,0.3781727714787535,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,11.900420160649796,0.5967253993229291,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Jordi Alba Ramos,Barcelona,11.85622199522259,0.41236556107859856,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,14.389232085139216,0.47484048470974727,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,14.07195793057953,0.3392273361378828,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,15.56534612528742,0.22631978388559174,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Gerard Piqué Bernabéu,Barcelona,12.210241602851275,0.5820664393003363,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,16.347782724271816,0.18528059215651435,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,9.80051019080129,0.7147962827748257,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,34.284836298282066,0.1964861297260488,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,28.43835438276976,0.17757896425139336,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,17.0,0.379123823171158,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,12.50319959050482,0.505214686919422,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,15.472879499304584,0.1731403995892342,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,15.160804727981951,0.43107382514572506,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,11.454256850621087,0.5737159741713845,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,12.0,0.5920752289498059,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,17.678235206037964,0.38165356756985636,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,22.360679774997898,0.3196008257028447,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,16.783920876839233,0.39543403920908277,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,10.084641788382964,0.6567586660968651,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,11.89663818059539,0.2887602027177897,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,25.4568261965234,0.27219141698090815,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,15.821820375671058,0.37657888372124687,0,0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,27.110514565385884,0.2645076095820552,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Ivan Rakitić,Barcelona,25.773047937719745,0.2688732856149825,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,10.689246933250258,0.24874393161226815,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,14.071602609511118,0.3740563276110178,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,12.90038759107648,0.31880618426645735,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,27.900716836669275,0.26086290348465063,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,27.246467660964782,0.26101067402270106,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,21.79036484320536,0.23211215267886126,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,30.34237960345233,0.23366460049124113,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,13.274034804836097,0.47364979831216386,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,17.617321022221287,0.3519712169966157,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,32.98378389451399,0.20942585362096758,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,20.401225453388825,0.324314500228143,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,31.591296269700614,0.2300376214565827,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,12.714165328483032,0.08374050723823767,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ivan Rakitić,Barcelona,31.502539580167184,0.2313071361784719,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,13.705838172107534,0.2972297772791902,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Sergio Busquets i Burgos,Barcelona,28.001607096736432,0.2599257014817058,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ivan Rakitić,Barcelona,19.99849994374578,0.30284922043148393,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,15.652475842498529,0.4165815847584514,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,12.304470732217622,0.5743407631528319,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,20.95065631430194,0.3049741017241179,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,13.618002790424152,0.4481333542721985,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,15.264337522473747,0.4089005192448115,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,15.420116731075675,0.3815902526504861,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,12.425779653607258,0.5719510290929699,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Andrés Iniesta Luján,Barcelona,21.181359729724623,0.2753608319792955,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Philippe Coutinho Correia,Barcelona,18.117670931993434,0.39831126075291157,0,0,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,28.654144551879405,0.09846905991113736,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,33.9087009482817,0.1995667137878691,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.060905032059438,0.6199547813652617,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,12.509996003196798,0.34836382898303997,1,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,11.90126043744947,0.2780022063539694,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,31.986559677464534,0.15603238336319597,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,18.5270073136489,0.22471320989085392,1,0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,24.337008854828483,0.2595508446255743,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,13.315404612703293,0.5226728203178228,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,9.167878707749137,0.5410786213469054,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,11.780067911519012,0.39297289124520773,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Philippe Coutinho Correia,Barcelona,22.88274459062986,0.26478457914609993,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Philippe Coutinho Correia,Barcelona,28.955828428832767,0.25016791680662837,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,36.27147639675011,0.18829950298475323,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,18.757931655702347,0.25189585880749665,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,14.041723540933283,0.33002287938366803,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,8.472307831990053,0.8053014609259477,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Lionel Andrés Messi Cuccittini,Barcelona,31.95309061734091,0.21874452048357063,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Philippe Coutinho Correia,Barcelona,30.870212179380957,0.2177495536606112,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,10.97679370308106,0.6224964734551879,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Philippe Coutinho Correia,Barcelona,25.101593574910737,0.2642989266344466,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,31.098070679706158,0.22850320928718587,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,16.031219541881402,0.30289094554038687,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,28.80069443607219,0.22741400598943454,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,24.140422531513405,0.2992864486922701,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,9.080198235721513,0.7449616912157786,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Jordi Alba Ramos,Barcelona,13.635981812836214,0.4190641760420243,1,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,10.292715870944853,0.410339104400127,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,17.31040149736568,0.23347931543909248,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,18.476471524617462,0.348902799867605,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,9.90201999594022,0.5933785453600828,0,0,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
