player,team,distance,angle,under_pressure,follows_dribble,one_on_one,first_time,defenders_between,Corner,Free Kick,Open Play,Penalty,Backheel,Diving Header,Half Volley,Lob,Normal,Overhead Kick,Volley,Head,Other,preferred_foot,not_preferred_foot,goal
Lionel Andrés Messi Cuccittini,Barcelona,23.12768903284546,0.2956660116501597,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,30.139011264472497,0.17803493519300823,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Neymar da Silva Santos Junior,Barcelona,12.780062597655776,0.4620285265863367,0,0,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Neymar da Silva Santos Junior,Barcelona,16.72752223134078,0.24242073337949518,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ivan Rakitić,Barcelona,10.317460927960912,0.42150831547341516,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,15.474172029546528,0.4229404472976705,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,15.384732691860464,0.2255676555178974,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,13.944532978913275,0.394587168765027,1,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,14.227086841655256,0.4633123402649872,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,3.764306044943737,1.541418017893751,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,10.198039027185564,0.5506572708439458,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,11.475626344561762,0.6102147144365894,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,19.25097400133302,0.33156415696685476,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ivan Rakitić,Barcelona,9.775479527879956,0.642446388432035,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
Neymar da Silva Santos Junior,Barcelona,20.20396000787964,0.33539811962662985,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ivan Rakitić,Barcelona,30.369886400841207,0.20099936575041857,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,13.464768843169939,0.52545653996217,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Ivan Rakitić,Barcelona,28.257742301889586,0.23694509571177386,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,7.666159403508376,0.8167435650723969,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,4.468780594300869,1.3125361699449853,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,13.572398461583715,0.5244776176998067,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Neymar da Silva Santos Junior,Barcelona,7.144928271158502,0.790807628001981,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,18.710959355415206,0.2974422316652591,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Xavier Hernández Creus,Barcelona,19.52075818199693,0.37032272896103974,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,24.063457773146407,0.2999525459948939,0,0,0,0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,9.10933587041339,0.7411524972501525,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,12.453112060846477,0.30999097208352755,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,20.795432190748038,0.3141440949266875,1,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Jordi Alba Ramos,Barcelona,9.72008230417829,0.4823508828734853,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,23.576471322061746,0.3046288775280971,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,18.110770276274835,0.39661743782491765,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Gerard Piqué Bernabéu,Barcelona,7.712976079309464,0.8723672237359499,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Ivan Rakitić,Barcelona,21.26146749403718,0.30095740538820764,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,26.69175902783479,0.267759715858595,0,0,0,0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,20.468756679388218,0.3400117852905701,1,0,0,1,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Xavier Hernández Creus,Barcelona,26.498490523046787,0.26860246056763204,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,Barcelona,16.313184851524248,0.34481001889818186,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,13.720058308913995,0.45884927641008605,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Luis Alberto Suárez Díaz,Barcelona,13.24009063413087,0.3023945430886887,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,9.10054943396277,0.7536311635926081,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,12.2,0.5753423987559189,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,17.867568385205633,0.33615905818353914,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,20.645580640902303,0.28950605772058713,0,0,0,1,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,24.580073230159428,0.23940772078109568,0,0,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,10.511898020814316,0.6114369459380751,0,0,0,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,25.47096386083574,0.28467935209895384,0,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,14.046351839534701,0.34751058469274215,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,5.295280917949493,1.2035217983247484,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,13.78985134075056,0.49385000766000536,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,21.1683726346642,0.2927577712702265,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.068627239003705,0.5678649057235486,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,16.192899678562824,0.3262358312543738,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,12.918978287774934,0.5514836981899289,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,21.555741694499865,0.3034076748537005,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Ivan Rakitić,Barcelona,34.205262752974136,0.19860497486891845,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,Barcelona,20.584703058339223,0.2813288098441632,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,27.469437562498438,0.1557598843971076,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Daniel Alves da Silva,Barcelona,32.181050324686424,0.18338242998965434,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,32.80137192252787,0.22223312417962743,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,9.265527507918804,0.7488589363858736,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Neymar da Silva Santos Junior,Barcelona,1.7029386365926389,5.546699707711036,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,10.412012293500233,0.6564357691898681,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,15.901257811883934,0.36766179326721393,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,13.160547101089675,0.523452740911217,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,13.333041663476488,0.4942370664393786,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,10.824047302187845,0.20855597090335418,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,6.1983868869246885,1.0599793629095269,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Pedro Eliezer Rodríguez Ledesma,Barcelona,19.003157632351527,0.2553366353488528,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Daniel Alves da Silva,Barcelona,28.925421345245773,0.20000932200921578,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,23.74131420119788,0.305415186532819,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Adriano Correia Claro,Barcelona,27.828043409481744,0.24868164789531866,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,7.4215901261117905,0.9016194357233379,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,20.271408436514715,0.34146013167772166,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,16.410971939528757,0.43860381907165713,0,0,0,1,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Alexis Alejandro Sánchez Sánchez,Barcelona,26.20934947685654,0.17954189836139878,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Adriano Correia Claro,Barcelona,5.437830449729003,1.122990607792473,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Pedro Eliezer Rodríguez Ledesma,Barcelona,22.222511109233363,0.32615720754842537,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Daniel Alves da Silva,Barcelona,23.979366130071078,0.21183215900289543,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Sergio Busquets i Burgos,Barcelona,24.782251713676054,0.2912165327786664,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Adriano Correia Claro,Barcelona,20.688644228175026,0.3409944042260581,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Daniel Alves da Silva,Barcelona,8.420213774008355,0.284817635818562,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,18.7840357750937,0.3665075960329838,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,15.387332452377837,0.42742186668983223,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Ivan Rakitić,Barcelona,21.760744472558837,0.2685663081637585,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,30.041304898422773,0.19666773911007235,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,12.72635061594643,0.3054682794963792,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Ivan Rakitić,Barcelona,25.103187048659773,0.20591951248850693,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,7.023531875061152,0.9010842421661186,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Ivan Rakitić,Barcelona,8.31504660239496,0.8283895354680313,0,0,0,1,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,25.2768668944551,0.27813225635676375,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,18.049930747789585,0.37501476042464366,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Luis Alberto Suárez Díaz,Barcelona,13.329666162361308,0.269530411437837,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,14.366976021418006,0.4270833231618564,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,31.720813356532968,0.22750351898367077,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,11.62110149684616,0.5929998092293454,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,12.656223765404908,0.5131642433237588,0,0,1,0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,6.726812023536849,0.9878779182992266,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Daniel Alves da Silva,Barcelona,31.022894771442587,0.20606038840494825,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Xavier Hernández Creus,Barcelona,7.335529974037321,0.866651331476443,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Andrés Iniesta Luján,Barcelona,13.091982279242517,0.3302693944333496,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Xavier Hernández Creus,Barcelona,24.752373623553765,0.28740836738835973,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Daniel Alves da Silva,Barcelona,24.75176761364731,0.22573155181699547,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,9.902019995940226,0.43684649208807974,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Pedro Eliezer Rodríguez Ledesma,Barcelona,4.34165866921848,1.377164559033307,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
Pedro Eliezer Rodríguez Ledesma,Barcelona,15.41492782986673,0.4579938077872887,0,0,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Lionel Andrés Messi Cuccittini,Barcelona,11.900420160649796,0.5967253993229291,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Andrés Iniesta Luján,Barcelona,15.521919984331838,0.31707271523830405,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,30.647185841443903,0.2373691122570471,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Francesc Fàbregas i Soler,Barcelona,20.565261972559455,0.18206310278716334,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,Barcelona,7.993122043357024,0.6991322621217815,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Gerard Piqué Bernabéu,Barcelona,13.612494260788507,0.49574389360986215,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
David Villa Sánchez,Barcelona,17.117242768623694,0.3138972867980534,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,31.469667935966527,0.2232460880900847,0,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,33.42932844075693,0.2179153753318888,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,20.4413796011913,0.2498557050157031,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,19.31035991378721,0.27770114818109143,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,6.530696746902276,0.3144891091531393,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,6.407807737440322,1.0010876893649614,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,21.72763217656264,0.23042106931921283,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,17.200290695217912,0.2920273173953638,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,23.67551477793038,0.302179544343858,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,20.700241544484456,0.33749324799064684,0,0,0,0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,12.0,0.5920752289498059,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
Neymar da Silva Santos Junior,Barcelona,19.23148460207896,0.17081788236408915,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,12.79882807135091,0.4128216292258632,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,21.145448682872633,0.2825147848366878,0,0,0,1,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,12.660568707605519,0.3576636854306024,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Andrés Iniesta Luján,Barcelona,24.60182920028509,0.23665491586764195,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,9.82700361249552,0.18275431545942739,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,18.91692363995795,0.2012479427416252,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,19.94492416631359,0.3605583386718474,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,17.980545041794482,0.251987462070426,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Luis Alberto Suárez Díaz,Barcelona,8.507055894961542,0.7880836195923073,0,0,0,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,20.83698634639856,0.26661614610157164,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,29.65164413653989,0.2074842588470641,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,13.984634424967993,0.3146554404548225,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,25.46212874054328,0.2090335934835422,0,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,16.80773631397161,0.3756862896759308,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,26.030174797722744,0.27805449140511207,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,27.472895733795525,0.2642141638714649,0,0,0,1,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Pedro Eliezer Rodríguez Ledesma,Barcelona,16.056151469141042,0.2964892178237157,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Francesc Fàbregas i Soler,Barcelona,15.0,0.30182378524702563,0,0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Francesc Fàbregas i Soler,Barcelona,15.174320413119,0.3702656683485041,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Francesc Fàbregas i Soler,Barcelona,29.300682585905736,0.24853067925721936,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Adriano Correia Claro,Barcelona,32.62207841324645,0.19397380142973056,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Francesc Fàbregas i Soler,Barcelona,13.930183056945085,0.37799497559177986,0,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,25.625963396524234,0.2644745274111231,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,7.874642849044009,0.6548719975907403,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Adriano Correia Claro,Barcelona,30.85984445845442,0.20597169462802917,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,17.68671818060094,0.28760609141586174,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Neymar da Silva Santos Junior,Barcelona,18.081205712009364,0.30956693597355134,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,23.214219780126154,0.29608837715638103,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,17.49571376080438,0.4041043078362456,0,0,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Neymar da Silva Santos Junior,Barcelona,14.425671561490642,0.36289713400962936,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Neymar da Silva Santos Junior,Barcelona,18.298087331740444,0.3065734100593519,0,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,12.600396819148191,0.5653621127331474,0,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Gerard Piqué Bernabéu,Barcelona,10.307764064044148,0.6820037986819749,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Lionel Andrés Messi Cuccittini,Barcelona,18.681541692269402,0.31224861412459515,0,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Neymar da Silva Santos Junior,Barcelona,4.327817001676476,1.3161796728109654,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Neymar da Silva Santos Junior,Barcelona,11.272089424769483,0.5945743974578069,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Daniel Alves da Silva,Barcelona,11.047624178980744,0.5835274683726671,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Neymar da Silva Santos Junior,Barcelona,12.073938876770907,0.33520341832774453,0,0,0,0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Lionel Andrés Messi Cuccittini,Barcelona,15.966527487215247,0.4063922549546825,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Lionel Andrés Messi Cuccittini,Barcelona,30.958359129643814,0.23492669788766263,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Andrés Iniesta Luján,Barcelona,29.138290958805392,0.1819200415435781,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Lionel Andrés Messi Cuccittini,Barcelona,17.753027910753698,0.34036299617528404,0,0,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Andrés Iniesta Luján,Barcelona,24.900000000000006,0.29188577105926305,1,0,0,1,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Luis Alberto Suárez Díaz,Barcelona,11.706835610018622,0.3775905330113051,1,0,0,1,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
